,model_hidden_channels,model_num_layers,model_activation,model_num_iters,model_epsilon,model_normalization,model_use_dissipation,model_use_forcing,model_fix_resistance,model_in_channels,model_out_channels,data_path,model,model_instance,ckpt_path,epochs,verbose,early_stopping,conf_id,seed,m,distance,debug,root,parallelism,batch,ncpus,ngpus,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_test_loss,std_test_loss
452,64,1,tanh,50,0.05,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id113_seed100.pt,2000,True,100,sonar_113,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,1.5974787750000001e-06,5.499029099615822e-07,1.6005993750000001e-06,6.17622913448459e-07,1.6005991849999999e-06,6.17623994741156e-07
354,64,1,tanh,50,0.1,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id89_seed200.pt,2000,True,100,sonar_89,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,7.370207125e-06,1.0843889584535907e-06,7.31945705e-06,1.8699096624986235e-06,7.319460075e-06,1.8699152393590526e-06
1039,64,1,tanh,100,0.05,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id260_seed100.pt,2000,True,100,sonar_260,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,1.710726725e-05,4.327482067327558e-06,1.6820258500000002e-05,3.7915116856687918e-06,1.6820256750000002e-05,3.791510689000658e-06
336,64,1,tanh,50,0.1,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id84_seed200.pt,2000,True,100,sonar_84,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,1.9243703999999998e-05,6.291208150822755e-06,1.940711575e-05,6.4111214134275754e-06,1.940710475e-05,6.411122618137606e-06
372,64,1,tanh,50,0.1,rw,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id93_seed200.pt,2000,True,100,sonar_93,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,2.3738623e-05,1.4416592758554035e-05,2.347247325e-05,1.457322350009705e-05,2.3472480999999997e-05,1.457323054706281e-05
340,64,1,tanh,50,0.1,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id85_seed100.pt,2000,True,100,sonar_85,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,2.6014636249999997e-05,9.517706191077077e-06,2.65015265e-05,1.0084780041192717e-05,2.6501523e-05,1.0084785341116391e-05
274,64,1,tanh,50,0.2,rw,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id69_seed100.pt,2000,True,100,sonar_69,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.000308031705,1.3148702948023692e-05,0.0006323055575,0.00011027989229417975,0.000632305635,0.00011027975218600301
420,64,1,tanh,50,0.05,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id105_seed100.pt,2000,True,100,sonar_105,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0006296701356249999,0.0012565380197064493,0.00087508252925,0.0017473438737649841,0.000875082529475,0.0017473438736150674
415,64,1,tanh,50,0.05,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id104_seed100.pt,2000,True,100,sonar_104,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00070920805775,0.0014154716059352976,0.0009339903456375,0.0018651864225852238,0.0009339903463925,0.001865186422081983
447,64,1,tanh,50,0.05,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id112_seed100.pt,2000,True,100,sonar_112,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.000741237241025,0.0014803241313078137,0.0009474722905850001,0.001892793158927325,0.0009474722900625,0.0018927931592756175
468,64,1,tanh,50,0.05,rw,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id117_seed200.pt,2000,True,100,sonar_117,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00087257011855,0.001742694237128569,0.0010653864217649999,0.002128258425412461,0.0010653864205625,0.002128258426213886
1105,64,1,tanh,100,0.01,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id276_seed100.pt,2000,True,100,sonar_276,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0008262256335,0.001650259853120996,0.001089055612225,0.0021759449282789784,0.001089055611675,0.0021759449286455983
919,64,1,tanh,100,0.1,sym,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id230_seed100.pt,2000,True,100,sonar_230,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0010151259325,0.00013964330852881174,0.001277425525,0.00015613832719714433,0.0012774257,0.00015613849966509435
428,64,1,tanh,50,0.05,sym,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id107_seed100.pt,2000,True,100,sonar_107,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001141304091525,0.002152627876125768,0.001286256844375,0.0024503084679862847,0.001286256839125,0.0024503084711806913
1052,64,1,tanh,100,0.05,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id263_seed100.pt,2000,True,100,sonar_263,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00116434733,0.0022906015598060953,0.001313901466,0.0025890693081551427,0.00131390147925,0.002589069299341841
544,64,1,tanh,50,0.01,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id136_seed300.pt,2000,True,100,sonar_136,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.000749615828725,0.0008644586061884775,0.001338138405825,0.0015433133721625457,0.0013381384058749998,0.0015433133721049145
375,64,1,tanh,50,0.1,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id94_seed100.pt,2000,True,100,sonar_94,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0012322625632499998,0.0023424841541412863,0.0013662517437500001,0.0026136599507142356,0.0013662517407500002,0.00261365995271066
1085,64,1,tanh,100,0.01,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id272_seed200.pt,2000,True,100,sonar_272,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00087611152184,0.0010213768193207292,0.0013750073851999999,0.0015909111211748577,0.0013750073852249998,0.0015909111211461144
1048,64,1,tanh,100,0.05,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id262_seed100.pt,2000,True,100,sonar_262,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0012184910520000002,0.002277404298666575,0.0013823562067499999,0.002615493161519647,0.0013823562064999998,0.0026154931619705637
1034,64,1,tanh,100,0.05,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id259_seed100.pt,2000,True,100,sonar_259,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0012869398722500003,0.002538299132145694,0.00143126359775,0.002826699082928463,0.00143126359675,0.002826699083595757
1091,64,1,tanh,100,0.01,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id273_seed100.pt,2000,True,100,sonar_273,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0008705008419,0.0009929834412046015,0.0014447725726499999,0.00164980351952538,0.0014447725739999999,0.0016498035179778204
404,64,1,tanh,50,0.05,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id101_seed100.pt,2000,True,100,sonar_101,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001001722945,0.0007214243439204333,0.0014613873,0.0010988329553105057,0.0014613873175,0.0010988329383915501
1140,64,1,tanh,100,0.01,rw,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id285_seed100.pt,2000,True,100,sonar_285,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.000941910368675,0.0010863720346413947,0.001494766972175,0.001724330117485973,0.001494766971775,0.0017243301179477354
344,64,1,tanh,50,0.1,sym,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id86_seed100.pt,2000,True,100,sonar_86,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00152248866,0.0026893649280465923,0.00159720892,0.002841632057865572,0.00159720892,0.0028416320579462027
400,64,1,tanh,50,0.05,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id100_seed100.pt,2000,True,100,sonar_100,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00111563154,0.000740205750542464,0.001630164185,0.0014373733125561973,0.001630164195,0.001437373300124201
1056,64,1,tanh,100,0.01,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id264_seed100.pt,2000,True,100,sonar_264,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001202994275,0.0006317903160214069,0.0017322611075,0.0011854440915351331,0.0017322611000000002,0.001185444091693542
435,64,1,tanh,50,0.05,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id109_seed100.pt,2000,True,100,sonar_109,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001278621354075,0.0015556368497649973,0.0017800655154625,0.0020953882884911425,0.001780065515375,0.002095388288590259
956,64,1,tanh,100,0.1,rw,False,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id239_seed200.pt,2000,True,100,sonar_239,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0018220874749999998,0.0011352627024458829,0.00184606891,0.001143852034203604,0.001846069435,0.0011438524514023813
1072,64,1,tanh,100,0.01,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id268_seed100.pt,2000,True,100,sonar_268,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0012347311225,0.0004933958551341753,0.001925944725,0.0009126193532631458,0.001925944675,0.0009126194157002956
500,64,1,tanh,50,0.01,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id125_seed100.pt,2000,True,100,sonar_125,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0014108763000000002,0.00042235731963966244,0.0020057446500000003,0.0009973689177627254,0.0020057446825,0.0009973688681128724
1124,64,1,tanh,100,0.01,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id281_seed100.pt,2000,True,100,sonar_281,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001375809536345,0.0009426387030481483,0.00204204791136,0.0013683891960646344,0.0020420479114,0.0013683891959850615
264,64,1,tanh,50,0.2,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id66_seed100.pt,2000,True,100,sonar_66,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0021942199775,0.003341383948128893,0.002125074025,0.0029352286834250126,0.0021250740325000003,0.00293522868162042
1120,64,1,tanh,100,0.01,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id280_seed100.pt,2000,True,100,sonar_280,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00129155453374,0.0008798966895375238,0.0021261844547100003,0.0014227231578394723,0.0021261844547,0.0014227231578593934
1104,64,1,tanh,100,0.01,sym,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id277_seed100.pt,2000,True,100,sonar_277,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001364295237675,0.0009514773156869362,0.0021997785323,0.0014722687095766632,0.0021997785323,0.0014722687095766632
1136,64,1,tanh,100,0.01,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id284_seed100.pt,2000,True,100,sonar_284,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001447507800725,0.0009662977954461284,0.002212603477675,0.0014768597771567965,0.002212603477625,0.0014768597772565762
992,64,1,tanh,100,0.05,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id248_seed100.pt,2000,True,100,sonar_248,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0023508601387499995,0.004677342295127519,0.0022250078995,0.004424755492576052,0.0022250078967499995,0.004424755494407377
1058,64,1,tanh,100,0.01,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id265_seed100.pt,2000,True,100,sonar_265,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00219435769,0.00255245102483721,0.0023454146000000003,0.0025502997585005113,0.002345414615,0.0025502997591218173
939,64,1,tanh,100,0.1,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id235_seed100.pt,2000,True,100,sonar_235,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0022924446149999995,0.003892099263910821,0.0023497110649999997,0.0037050880237841687,0.0023497109449999998,0.003705088101558939
424,64,1,tanh,50,0.05,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id106_seed300.pt,2000,True,100,sonar_106,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0020228880147499994,0.0023195777722423597,0.002359237128875,0.002708974802284849,0.00235923713,0.002708974800988413
978,64,1,tanh,100,0.05,,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id245_seed300.pt,2000,True,100,sonar_245,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00198588726375,0.00215774264090072,0.0023692517925,0.0023898882628934203,0.0023692518325,0.002389888214773333
480,64,1,tanh,50,0.01,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id120_seed200.pt,2000,True,100,sonar_120,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.001767732925,0.0004637677464533326,0.0023696704749999998,0.000867062593608164,0.0023696702,0.0008670628481763284
471,64,1,tanh,50,0.05,rw,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id118_seed100.pt,2000,True,100,sonar_118,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0020618160755,0.002386538078985722,0.002401524405,0.002746868311040997,0.002401524411,0.0027468683043010375
456,64,1,tanh,50,0.05,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id114_seed200.pt,2000,True,100,sonar_114,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.002096661329125,0.0024123503266255215,0.00240883557275,0.00277193845810944,0.0024088355729999997,0.002771938457821788
912,64,1,tanh,100,0.1,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id228_seed100.pt,2000,True,100,sonar_228,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0024101553225,0.004249305024992663,0.002421479015,0.003975439389271066,0.00242147917,0.003975439286661019
438,64,1,tanh,50,0.05,sym,False,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id110_seed100.pt,2000,True,100,sonar_110,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00241773769375,0.0026546677231826274,0.0024556678825,0.0026951085946707266,0.0024556679000000002,0.002695108574577826
383,64,1,tanh,50,0.05,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id96_seed100.pt,2000,True,100,sonar_96,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0017645584750000001,0.0008047548547421191,0.00250729905,0.0012054260494457952,0.00250729905,0.0012054260494457952
880,64,1,tanh,100,0.1,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id220_seed100.pt,2000,True,100,sonar_220,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0024896122,0.0036907043769823355,0.00253515074,0.0035199912474711413,0.0025351507975000004,0.0035199912123185266
460,64,1,tanh,50,0.05,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id115_seed100.pt,2000,True,100,sonar_115,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00227065458545,0.002673406787172386,0.00256476875475,0.002989276489022886,0.0025647687523,0.0029892764918001656
947,64,1,tanh,100,0.1,rw,False,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id237_seed100.pt,2000,True,100,sonar_237,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0033322685400000002,0.006130600096754573,0.002663936895,0.004452373958277598,0.0026639366950000007,0.004452374092063026
388,64,1,tanh,50,0.05,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id97_seed100.pt,2000,True,100,sonar_97,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0020382822249999997,0.0008138094388411469,0.0027399853749999997,0.0009652899731942465,0.0027399853749999997,0.0009652899731942465
493,64,1,tanh,50,0.01,,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id124_seed100.pt,2000,True,100,sonar_124,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.00226757245,0.0011400860311159577,0.0027879685249999997,0.0012296273922673957,0.002787968475,0.0012296274505950854
528,64,1,tanh,50,0.01,sym,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id132_seed100.pt,2000,True,100,sonar_132,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0025011346292499997,0.00397144872756348,0.0027903197417,0.003927251827326038,0.00279031974145,0.003927251827562071
360,64,1,tanh,50,0.1,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id90_seed100.pt,2000,True,100,sonar_90,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.002672450674,0.0030766034167004387,0.00282574696175,0.003244115914821793,0.00282574695975,0.0032441159171292568
328,64,1,tanh,50,0.1,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id82_seed100.pt,2000,True,100,sonar_82,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.002760969649,0.0031569717502057644,0.0028747719225000004,0.00329042331646663,0.0028747719235,0.0032904233153430145
559,64,1,tanh,50,0.01,rw,False,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id140_seed100.pt,2000,True,100,sonar_140,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,0.0019059427000000001,9.739311378497624e-05,0.002910105325,0.00010645310680449472,0.002910105325,0.00010645310680449472
