,model_hidden_channels,model_num_layers,model_activation,model_num_iters,model_epsilon,model_normalization,model_use_dissipation,model_use_forcing,model_fix_resistance,model_in_channels,model_out_channels,data_path,model,model_instance,ckpt_path,epochs,verbose,early_stopping,conf_id,seed,m,distance,debug,root,parallelism,batch,ncpus,ngpus,mean_train_loss,std_train_loss,mean_val_loss,std_val_loss,mean_test_loss,std_test_loss
608,64,1,tanh,100,1.0,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id152_seed100.pt,2000,True,100,sonar_152,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
612,64,1,tanh,100,1.0,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id153_seed100.pt,2000,True,100,sonar_153,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
613,64,1,tanh,100,1.0,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id154_seed100.pt,2000,True,100,sonar_154,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
620,64,1,tanh,100,1.0,sym,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id155_seed100.pt,2000,True,100,sonar_155,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
63,64,1,tanh,50,1.0,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id16_seed100.pt,2000,True,100,sonar_16,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
640,64,1,tanh,100,1.0,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id160_seed100.pt,2000,True,100,sonar_160,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
644,64,1,tanh,100,1.0,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id161_seed100.pt,2000,True,100,sonar_161,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
648,64,1,tanh,100,1.0,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id162_seed100.pt,2000,True,100,sonar_162,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
651,64,1,tanh,100,1.0,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id163_seed100.pt,2000,True,100,sonar_163,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
672,64,1,tanh,100,0.5,,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id168_seed100.pt,2000,True,100,sonar_168,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
675,64,1,tanh,100,0.5,,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id169_seed100.pt,2000,True,100,sonar_169,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
68,64,1,tanh,50,1.0,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id17_seed300.pt,2000,True,100,sonar_17,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
703,64,1,tanh,100,0.5,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id176_seed100.pt,2000,True,100,sonar_176,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
707,64,1,tanh,100,0.5,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id177_seed200.pt,2000,True,100,sonar_177,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
712,64,1,tanh,100,0.5,sym,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id178_seed200.pt,2000,True,100,sonar_178,200,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
715,64,1,tanh,100,0.5,sym,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id179_seed100.pt,2000,True,100,sonar_179,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
72,64,1,tanh,50,1.0,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id18_seed100.pt,2000,True,100,sonar_18,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
733,64,1,tanh,100,0.5,rw,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id184_seed100.pt,2000,True,100,sonar_184,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
739,64,1,tanh,100,0.5,rw,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id185_seed100.pt,2000,True,100,sonar_185,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
742,64,1,tanh,100,0.5,rw,True,False,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id186_seed300.pt,2000,True,100,sonar_186,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
748,64,1,tanh,100,0.5,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id187_seed100.pt,2000,True,100,sonar_187,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
76,64,1,tanh,50,1.0,rw,True,False,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id19_seed100.pt,2000,True,100,sonar_19,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
32,64,1,tanh,50,1.0,sym,True,True,True,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id8_seed100.pt,2000,True,100,sonar_8,100,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
36,64,1,tanh,50,1.0,sym,True,True,False,1,1,/raid/a.trenta/SONAR/graph_transfer_task/data,sonar,<class 'models.sonar.SONAR_Model'>,/raid/a.trenta/SONAR/graph_transfer_task/results/line_50/sonar/ckpt/sonar_id9_seed300.pt,2000,True,100,sonar_9,300,sonar,50,False,/raid/a.trenta/SONAR/graph_transfer_task,9,512,5,0.3333333333333333,,,,,,
